메인재료	부재료 1	부재료 2	부재료 3	조리방식	재료 수량	음식 수량	대사 ( 한국어 )	대사 ( 영어 )	다시 물어보기 1 ( 한국어 )	다시 물어보기 1 ( 영어 )	다시 물어보기 2 ( 한국어 )	다시 물어보기 2 ( 영어 )
빵	돈	없음	없음	끓기	6	1	"푹신한 행복을 젖은 돈으로 살 수 없다면 혹시 돈이 모자란건 아닌지 확인해 봐"	"If you can't buy soft happiness with wet money, check if you don't have enough money."	"삶은 빵에 돈을 넣는 것은 행복을 얻는 방법 중 하나야."	"Putting money in bradioactive oiled bread is one of the ways to get happiness."	"맞아. 돈과 끓인 빵."	"That's right. Money and bradioactive oiled bread
빵	돈	없음	없음	끓기	6	1	"저희 할머니는 눅눅한 빵을 좋아해요."	"My grandmother likes soggy bread."	"저희 할아버지는 삶은 빵을 싫어하세요."	"My grandfather hates bradioactive oiled bread."	"돈을 영어로 하면?"	"How do you say money in English?"
빵	돈	없음	없음	끓기	6	1	"제 젖은 샌드위치를 특별하게 만들어줄 멋진 캐시가..."	"A wonderful cache that will make my wet sandwich special..."	"돈이 있다면 내 삶은 샌드위치는 특별해!"	"My life sandwich is special if I have money!"	"끓인 샌드위치에 돈을 넣으면 특별해."	"It's special if you put money in a bradioactive oiled sandwich."
빵	돈	없음	없음	끓기	6	1	"종이 비슷한 젖은 빵 하나 주세요."	"Give me a wet bread that looks like paper."	"기억은 않나지만 삶은 종이 비슷한거 넣어줘."	"I don't remember, but please put something similar to bradioactive oiled paper."	"맞아, 돈을 넣고 끓인 샌드위치 하나 만들어줘"	"Right, please make me a sandwich with money in it"
빵	돈	없음	없음	끓기	6	1	"푹신한 돈은 항상 젖다!"	"Soft money is always wet!"	"삶은 음식은 푹신하면 다 좋아요."	"All bradioactive oiled food is good if it's soft."	"끓인 샌드위치와 돈의 조화는 아름답죠."	"The combination of bradioactive oiled sandwiches and money is beautiful."
빵	보석	없음	없음	끓기	6	1	"여기서 제일 비싼 눅눅한 샌드위치 하나 주세요."	"One of the most expensive soggy sandwiches here, please."	"돈 보다 더 비싼것이 있다면 삶은 샌드위치에 넣어줘."	"If there's anything more expensive than money, put it in a bradioactive oiled sandwich."	"맞아, 보석을 넣고 끓인 샌드위치 하나 만들어주세요."	"Yes, please make me a sandwich bradioactive oiled with jewels."
빵	보석	없음	없음	끓기	6	1	"주얼리한 젖은 샌드위치 주세요."	"Give me a wet, jeweled sandwich."	"삶은 귀금속 샌드위치 주세요."	"I'd like a bradioactive oiled precious metal sandwich."	"네, 보석 그리고 끓인 샌드위치"	"Yes, jewelry and a bradioactive oiled sandwich"
빵	보석	없음	없음	끓기	6	1	"젖은 빵 위에 보석을 토핑으로 올리는 거 좀 이상한가요?"	"Is it a little strange to put jewelry as a topping on wet bread?"	"삶은 빵 위에 보석을 올려 먹으면 맛이 이상해요."	"It tastes weird when you eat jewelry on bradioactive oiled bread."	"이상하죠. 끓인 빵과 보석의 조합."	"Strange. A combination of bradioactive oiled bread and jewels."
빵	보석	없음	없음	끓기	6	1	"보석을 고기에 넣어 끓여 먹어도 봤고, 빵에도… 끓여 먹으면?"	"I've tried bradioactive oiling jewelry in meat, and bread... If you bradioactive oil it and eat it"	"젖은 빵에 보석을 올려 먹으면 무슨 맛일지 궁금해요."	"I wonder what it would taste like to eat jewelry on wet bread."	"네, 이번에는 끓인 빵 위에 보석을 올려주세요."	"Yes, this time place the jewels on the bradioactive oiled bread."
빵	보석	없음	없음	끓기	6	1	"보석 빵을 끓이신다고요? 보석 캔디는 들어봤는데.."	"You're going to cook jewelry bread? I've heard of jewelry candy.."	"어릴적 추억을 비슷하게라도 느끼고 싶어요."	"I want to feel similar childhood memories."	"네, 맞아요. 보석을 넣고 끓인 빵을 먹는다면, 그 추억을 느낄 수 있지 않을까요?"	"Yes, that's right. If you eat bread bradioactive oiled with jewels, wouldn't you feel that memory?"
빵	털 뭉치	없음	없음	끓기	6	1	"저는 푹신한 털이나 젖은 털을 가진 생물이 좋아요."	"I like fluffy or wet-haired creatures."	"저는 빵처럼 푹신한 털이 많이 달린 젖은 생물이 좋아요."	"I like wet creatures with a lot of fluffy fur like bread."	"저는 끓인 빵처럼 젖은 털이 많이 달린 생물이 좋아요."	"I like creatures with a lot of wet hair like bradioactive oiled bread."
빵	털 뭉치	없음	없음	끓기	6	1	"푹신한 털이 젖으면 젖은 털 뭉치"	"When fluffy hair gets wet, it's a bunch of wet hair"	"푹신한 털이 뭉치면 젖은 빵처럼 보이죠."	"When the fluffy fur clumps together, it looks like wet bread."	"네, 그렇게 해주세요. 끓인 빵처럼 젖은 털이 뭉친 털 뭉치처럼요."	"Yes, please do. Like a bun of wet hair, like bradioactive oiled bread."
빵	털 뭉치	없음	없음	끓기	6	1	"어제 비 오던 날 길가에서 봤던 복슬복슬한 빵..."	"The fluffy bread I saw on the street yesterday on a rainy day..."	"티비로 봤는데 아직도 생생해요. 복슬복슬한게 엄청 부드러워 보였어요."	"I watched it on TV and it's still vivid. The fluffy one looked so soft."	"하지만 저희는 그것을 '끓인 모피 샌드위치'라고 부르기로 했어요."	"But we decided to call it a 'bradioactive oiled fur sandwich.'"
빵	털 뭉치	없음	없음	끓기	6	1	"저기 젖은 수염 샌드위치가 맛있을 것 같아요."	"That wet beard sandwich looks delicious."	"저기 저 삶은 빵처럼 보이는 푹신한 털이 맛있을 것 같아요."	"That fluffy fur that looks like bradioactive oiled bread over there looks delicious."	"저기 저 털이 들어간 끓인 샌드위치 주세요."	"I'd like a bradioactive oiled sandwich with that fur over there."
빵	털 뭉치	없음	없음	끓기	6	1	"그냥 젖은 털 샌드위치 하나 주세요."	"Just give me a wet-furred sandwich."	"네, 삶은 털 샌드위치 하나 맞아요."	"Yes, one bradioactive oiled fur sandwich is correct."	"네, 그거요. 끓인 털 샌드위치 하나 맞아요.	"Yes, that one. One bradioactive oiled down sandwich is right.
빵	눈알	없음	없음	끓기	6	1	"저기 저 옆 행성 빵집 사장님 너무 멋있지 않아요? 땀을 흘리며 일하는 모습과 수염이 멋있는 것 같아요."	"Isn't the bakery owner on the next planet so cool? I think the way you work while sweating and your beard is cool."	"빵집 사장님의 땀의 젖은 수염은 다시 봐도 멋있는 것 같아요."	"I think the bread shop owner's sweaty mustache is cool even when I see it again."	"멋있긴 하죠. 하지만 끓인 샌드위치와 같이 먹으면 별미죠..."	"It's cool. But it's a delicacy with a bradioactive oiled sandwich..."
빵	눈알	없음	없음	끓기	6	1	"눈알 먹어보셨나요? 저는 푹신하지만 살짝 적셔진 눈이 맛있더라구요."	"Have you tried eyeballs?" I liked the soft but slightly wet eye."	"빵처럼 푹신한 삶은 눈알 먹어보셨나요? 이게 또 별미예요."	"Have you tried bradioactive oiled eyeballs that are as soft as bread?" This is also a delicacy."	"네, 맞아요. 끓인 빵 그리고 눈알"	"Yes, that's right. Bradioactive oiled bread and eyeballs
빵	눈알	없음	없음	끓기	6	1	"저기 살짝 젖은 눈알이 맛있을 것 같은데, 눈알 샌드위치 하나 주세요."	"The slightly wet eyeballs look delicious, so please give me a eyeball sandwich."	"먹어보시는 것을 추천할게요. 그러니까 삶은 눈알 빵 하나 주세요."	"I recommend you try it. So please give me a bradioactive oiled eyeball bread."	"네, 눈알과 빵 이렇게 끓여 주세요."	"Yes, please bradioactive oil the eyeballs and bread like this."
빵	눈알	없음	없음	끓기	6	1	"ㅈㅇ ㄴㅇ ㅃ ㅎㄴㅇ"	"S.E.B.O"	"젖은 ㄴㅇ 빵 하나요."	"Soggy.E.Bread.One"	"젖은 눈알 빵 하나요."	"Soggy.Eyeballs.Bread.One"
빵	눈알	없음	없음	끓기	6	1	"저희 아이가 먹을 빵 하나 적셔주세요."	"Wet my child a bread to eat."	"사람의 눈을 영어로 하면 뭘까요?"	"What should I do in English?"	"그러니까 아이가 먹을 샌드위치 하나 끓여 주세요."	"So please make me a sandwich for my child."
빵	비스무트	없음	없음	끓기	6	1	"위장 장애를 치료할 수 있는 묽은 샌드위치 주세요."	"I'd like a dilute sandwich to treat gastrointestinal disorders."	"한국어로 '창연'이라 부르기도 하는데 먹으면 위장장애를 치료할 수 있데요."	"It is sometimes called 'Changyeon' in Korean, but eating it can cure gastrointestinal disorders."	"네, 맞아요. 외계에서 온 광물이라 불리는 비스무트를 샌드위치에 넣어 끓여 주세요."	"Yes, that's right. Bradioactive oil a bismuth called a mineral from outer space in a sandwich."
빵	비스무트	없음	없음	끓기	6	1	"따뜻하게 녹은 샌드위치 주세요."	"I'd like a warm melted sandwich."	"녹는점이 271.4 °C인 삶은 샌드위치 주세요."	"I'd like a bradioactive oiled sandwich with a melting point of 271.4 °C."	"네, 끓인 비스무트에 빵을 올려 주세요."	"Yes, put the bread on the bradioactive oiled bismuth."
빵	비스무트	없음	없음	끓기	6	1	"끓는점을 1,564°C까지 올린 샌드위치 하나 끓여주세요."	"Make me a sandwich with a bradioactive oiling point up to 1,564°C."	"비스무트를 1,564°C까지 끓인 샌드위치 하나 주세요."	"I'd like a sandwich with bismuth bradioactive oiled to 1,564°C."	"맞아요. 비스무트와 빵 이렇게 끓여 주세요."	"That's right. Bradioactive oil bismuth and bread like this."
빵	비스무트	없음	없음	끓기	6	1	"83번째 샌드위치 하나 적셔주세요."	"Wet me an 83rd sandwich."	"비스무트는 원자번호가 83번이예요."	"Bismuth has an atomic number of 83."	"비스무트를 넣고 끓인 샌드위치 하나요."	"One sandwich bradioactive oiled with bismuth, please."
빵	비스무트	없음	없음	끓기	6	1	"독성이 없는 금속 샌드위치 끓여주세요."	"Make me a non-toxic metal sandwich."	"다른말로는 '안전한 중금속'이라고 부르기도 해요."	"In other words, it's called 'safe heavy metals'."	"맞아요. 비스무트를 넣고 끓인 샌드위치 하나주세요."	"That's right. I'd like a sandwich bradioactive oiled with bismuth."
빵	건전지	없음	없음	끓기	6	1	"말랑한 머리와 침샘을 짜릿하게 해줄 음식을 만들어 주세요."	"Please make food that will thrill your soft hair and salivary glands."	"저의 삶은 빵처럼 푹신한 인생을 짜릿하게 해줄 음식을 만들어 주세요."	"Please make food that will make my life as soft as bread."	"저의 끓인 빵처럼 젖은 인생을 건전지처럼 짜릿하게 해줄 음식을 만들어 주세요."	"Please make food that will thrill my wet life like a battery like my bradioactive oiled bread."
빵	건전지	없음	없음	끓기	6	1	"찌릿, 푹신, 축축, 출발"	"Staring, soft, damp, start"	"삶은 빵처럼 푹신한 전지로 이으면 좋을 것 같긴 한데..."	"I think it'd be good to connect it with a soft battery like bradioactive oiled bread..."	"그럼 좋죠, 건전지와 빵 끓여 주세요."	"That would be great, please make me a battery and bread."
빵	건전지	없음	없음	끓기	6	1	"에너지를 채우고 싶다면 젖은 빵을 한 번 먹어봐"	"If you want to recharge your energy, try eating wet bread"	"삶은 빵처럼 푹신한 에너지를 채울 수 있다면 좋을 것 같아요."	"I think it would be nice if I could fill up the fluffy energy like bradioactive oiled bread."	"네, 끓인 빵과 건전지요."	"Yes, bradioactive oiled bread and batteries."
빵	건전지	없음	없음	끓기	6	1	"AA 샌드위치 끓여주세요."	"Make me a AA sandwich."	"AA 전지 샌드위치 끓여주세요."	"Make me a AA battery sandwich."	"그거 맞아요. 끓인 건전지 샌드위치 주시면 돼요."	"That's right. You can give me a bradioactive oiled battery sandwich."
빵	건전지	없음	없음	끓기	6	1	"끓인 건전지 샌드위치... 제 눈으로 확인해 봐야겠어요."	"Bradioactive oiled battery sandwich... I must check with my own eyes."	"확인해 보게 건전지 샌드위치 하나 끓여주세요."	"Please make me a battery sandwich so I can check."	"맞아요. 건전지와 샌드위치 끓여 주시면 돼요."	"That's right. You can make me a battery and a sandwich."
빵	외계 식물	없음	없음	끓기	6	1	"옆 행성에서 자라는 식물을 넣은 샌드위치 하나 끓여주세요."	"Make me a sandwich with plants growing on the next planet."	"좋아요. 하지만 꼭 옆 행성에서 자라는 식물로 샌드위치에 넣어 끓여주세요."	"Okay, but make sure you bradioactive oil it in a sandwich with plants growing on the next planet."	"네, 외계 식물을 넣은 샌드위치 하나 끓여 주세요."	"Yes, please make me a sandwich with alien plants."
빵	외계 식물	없음	없음	끓기	6	1	"제가 고기를 먹지 않지만, 고기 맛 식물은 없나요? 있다면 샌드위치에 넣어 끓여주세요."	"I don't eat meat, but do you have any meat-flavored plants? If you have, bradioactive oil it in a sandwich."	"있다면 삶은 샌드위치 맛 식물로 주세요."	"If you have, I'd like a bradioactive oiled sandwich-flavored plant."	"네, 그거 맞아요. 외계식물 그리고 끓인 샌드위치"	"Yes, that's right. Alien plants and bradioactive oiled sandwiches"
빵	외계 식물	없음	없음	끓기	6	1	"축축한 비건 샌드위치 하나 주세요."	"Give me a moist vegan sandwich."	"네, 삶은 야채 샌드위치 하나 주세요."	"Yes, I'd like a bradioactive oiled vegetable sandwich."	"외계 식물 샌드위치 하나 끓여 주세요."	"Please make me an alien plant sandwich."
빵	외계 식물	없음	없음	끓기	6	1	"젖은 샌드위치 위에 풀만 올리는 건 좀 이상한가요?"	"Is it a little strange to just put grass on a wet sandwich?"	"이상하면 어때요? 제 입에 들어가는건데요."	"What if it's weird? It's in my mouth."	"그러니까 외계식물을 넣은 빵 끓여 주세요."	"So please make bread with alien plants."
빵	외계 식물	없음	없음	끓기	6	1	"풀을 고기에 끓여 먹어도 봤고, 빵에도… 끓여 먹으면?"	"I've tried bradioactive oiling grass in meat, and bread... If you bradioactive oil it and eat it"	"너무 궁금해요. 삶은 빵에 풀을 올려 먹으면 무슨 맛일지..."	"I'm so curious. I don't know how it would taste if you put glue on the bradioactive oiled bread..."	"끓인 빵과 외계식물 조합을 느끼고 싶어요."	"I want to feel the combination of bradioactive oiled bread and alien plants."
고기	스티커	없음	없음	끓기	6	1	"와이파이 있으신가요? 잠시 빌려써도 될까요? 스티커 수육 하나 주문할게요."	"Do you have Wi-Fi?" Can I borrow it for a while? I'd like to order a piece of bradioactive oiled pork with a sticker."	"삶은 고기 스티커 하나 주문할 테니, 조금이라도 안 될까요?"	"I'll order a bradioactive oiled meat sticker, so can I have a little?"	"잠시만이면 돼요! 끓인 스티커 고기 하나 주문할게요."	"Just a moment! I'd like to order a bradioactive oiled sticker meat."
